Name,Description,NAME,INC_CRC,FMEL_UPD_D,Latitude,Longitude
kml_11,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>JUBILEE PARK (FCP)</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F78AA86959215A05</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",JUBILEE PARK (FCP),F78AA86959215A05,20220927161442,1.2933742088115,103.844845927482
kml_12,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>THE FOOTHILLS FORT CANNING PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>C24D9DDFD4167CA8</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",THE FOOTHILLS FORT CANNING PK,C24D9DDFD4167CA8,20220927161442,1.29210921779012,103.845768501798
kml_13,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>SUNBIRD CIRCLE PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>489358ADD9B4247A</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",SUNBIRD CIRCLE PG,489358ADD9B4247A,20220927161442,1.33909488227084,103.958286156803
kml_14,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>PAYA LEBAR CRESCENT OS</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>07812CB132E27963</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",PAYA LEBAR CRESCENT OS,07812CB132E27963,20220927161442,1.34901271239325,103.88357604593
kml_15,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>LILAC DR PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>88F0FB9AFDE25C31</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",LILAC DR PG,88F0FB9AFDE25C31,20220927161442,1.3811554706538,103.860942077244
kml_16,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>MIMOSA WALK PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F8517408FD2CC0BB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",MIMOSA WALK PG,F8517408FD2CC0BB,20220927161442,1.38308333555267,103.861450908738
kml_17,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>DEDAP PLACE PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>45BDE23024482543</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",DEDAP PLACE PG,45BDE23024482543,20220927161442,1.38778760609776,103.868428760227
kml_18,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>Hoover Park (Lor Pisang Hijau Playground)</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>99EE2769C5185116</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",Hoover Park (Lor Pisang Hijau Playground),99EE2769C5185116,20220927161442,1.34386130431723,103.773042970352
kml_19,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>Jalan Sembilang Park</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>1674C8E2D2E78017</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",Jalan Sembilang Park,1674C8E2D2E78017,20220927161442,1.35656298235026,103.834025473135
kml_20,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>CHANGI POINT PROMENADE</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>D6E79835EEFB41E2</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",CHANGI POINT PROMENADE,D6E79835EEFB41E2,20220927161442,1.39014061911013,103.989272696564
kml_21,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>CHANGI PT FERRY TERMINAL</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>D75668EE050E67F3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",CHANGI PT FERRY TERMINAL,D75668EE050E67F3,20220927161442,1.391188924825,103.987334723134
kml_22,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>CHANGI WEST BOARDWALK (CHANGI BC)</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>BD1A77F678C36E41</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",CHANGI WEST BOARDWALK (CHANGI BC),BD1A77F678C36E41,20220927161442,1.39021472270658,103.975933448034
kml_23,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>COLCHESTER GROVE INTERIM OS</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>80F0009E054789E8</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",COLCHESTER GROVE INTERIM OS,80F0009E054789E8,20220927161442,1.35646416593689,103.866719590265
kml_24,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>BIDADARI PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7AAFC14E6F43A335</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",BIDADARI PK,7AAFC14E6F43A335,20220927161442,1.34067996248694,103.874388081211
kml_25,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>LEGUNDI PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>15BA84B7016C0DD4</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",LEGUNDI PK,15BA84B7016C0DD4,20220927161442,1.44115853910526,103.822086495407
kml_26,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>JLN DAUD PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>FF9DA2E830E19AF3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",JLN DAUD PK,FF9DA2E830E19AF3,20220927161442,1.32585120900968,103.907102991606
kml_27,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>JLN EUNOS INTERIM PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CBC2525B921C12FF</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",JLN EUNOS INTERIM PK,CBC2525B921C12FF,20220927161442,1.32493000133786,103.906009319107
kml_28,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>JLN AWANG INTERIM PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>0FF5AB02080684D6</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",JLN AWANG INTERIM PK,0FF5AB02080684D6,20220927161442,1.32388266801012,103.905867893228
kml_29,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>JLN YASIN INTERIM PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>4E2E7122ED37A314</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",JLN YASIN INTERIM PK,4E2E7122ED37A314,20220927161442,1.32137816152362,103.905527237889
kml_30,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>LORONG SARINA INTERIM PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>8B1CE3BDDAA5AD83</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",LORONG SARINA INTERIM PK,8B1CE3BDDAA5AD83,20220927161442,1.32014742741109,103.906103108271
kml_31,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>Pavilion Playground II</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B64F4D690725FCD6</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",Pavilion Playground II,B64F4D690725FCD6,20220927161442,1.36825024123527,103.753313775683
kml_32,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>ST MICHAEL's FC</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A9B930805FF004B1</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",ST MICHAEL's FC,A9B930805FF004B1,20220927161442,1.32648095411485,103.865113600283
kml_33,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>SENNETT AVE LINEAR PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>8D07AEEA91A1AA80</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",SENNETT AVE LINEAR PK,8D07AEEA91A1AA80,20220927161442,1.31758111511481,103.935963688186
kml_34,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>HOLLAND VILLAGE PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>68C044A244A88D36</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",HOLLAND VILLAGE PK,68C044A244A88D36,20220927161442,1.31167277684857,103.795633288213
kml_35,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>PUNGGOL PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>AD141E0C2BC3DB81</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",PUNGGOL PK,AD141E0C2BC3DB81,20220927161442,1.37716462833207,103.898594689611
kml_36,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>ARMENIAN STREET (FCP)</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>44E2C248B8959D61</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",ARMENIAN STREET (FCP),44E2C248B8959D61,20220927161442,1.29446415452401,103.849494715506
kml_37,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>UPPER PAYA LEBAR INTERIM PARK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>684A3EFD982E71BB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",UPPER PAYA LEBAR INTERIM PARK,684A3EFD982E71BB,20220927161442,1.34358316283751,103.882458075402
kml_38,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>Nim Meadow Park</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>E4F116D89C9EFA0C</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",Nim Meadow Park,E4F116D89C9EFA0C,20220927161442,1.3786385066473,103.863338083786
kml_39,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>MAPLE LANE PARK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>9B8B3FBF0ECAC74B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220927161442</td> </tr></table></center>",MAPLE LANE PARK,9B8B3FBF0ECAC74B,20220927161442,1.33022118452623,103.792655607815
kml_40,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>OLD UPPER ALJUNIED ROAD</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>116985780ECCB422</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",OLD UPPER ALJUNIED ROAD,116985780ECCB422,20230614182258,1.33939981957729,103.873733225197
kml_41,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>CONNAUGHT DRIVE</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>6DD5221D6AFFE845</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",CONNAUGHT DRIVE,6DD5221D6AFFE845,20230614182258,1.28985500957277,103.853279933079
kml_42,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>MARIAM WALK PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>6E0BC4AC6B64CE98</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",MARIAM WALK PG,6E0BC4AC6B64CE98,20230614182258,1.35953985336816,103.968550249115
kml_43,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>MERA TERRACE PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B47834BE02AC1BFE</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",MERA TERRACE PG,B47834BE02AC1BFE,20230614182258,1.34739839623276,103.963519897988
kml_44,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>JLN PARI DEDAP PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7D6F4753592A854F</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",JLN PARI DEDAP PG,7D6F4753592A854F,20230614182258,1.33299843079892,103.943909675508
kml_45,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>HARVEY CRESCENT PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A7279CB8642F1C12</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",HARVEY CRESCENT PG,A7279CB8642F1C12,20230614182258,1.34065465867359,103.955218546105
kml_46,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>MARIAM WAY PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>43075F070DB28CF4</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",MARIAM WAY PG,43075F070DB28CF4,20230614182258,1.36196440588836,103.966189565513
kml_47,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>CHANGI EAST BOARDWALK (CHANGI FERRY TER)</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>B2A1F82FB9AE335B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",CHANGI EAST BOARDWALK (CHANGI FERRY TER),B2A1F82FB9AE335B,20230614182258,1.39223189629784,103.983867163341
kml_48,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>CHANGI POINT WATERFRONT PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>AD0C3D1FA0D5130E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",CHANGI POINT WATERFRONT PK,AD0C3D1FA0D5130E,20230614182258,1.3903870487484,103.988284263432
kml_49,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>BEDOK RESERVOIR PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>E472E781F78E55A3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",BEDOK RESERVOIR PK,E472E781F78E55A3,20230614182258,1.33910391657726,103.922534729838
kml_50,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>SIGLAP LINEAR PK (UPP EC RD-M PARADE)</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>446F8E1795F09E04</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",SIGLAP LINEAR PK (UPP EC RD-M PARADE),446F8E1795F09E04,20230614182258,1.31125417405794,103.92841977901
kml_51,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>TANJONG KATONG RD SOUTH PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>C75577EB2ADCD8F7</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",TANJONG KATONG RD SOUTH PG,C75577EB2ADCD8F7,20230614182258,1.30025471001888,103.897292790182
kml_52,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>JLN BULOH PERINDU PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>334F050452E5762E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",JLN BULOH PERINDU PG,334F050452E5762E,20230614182258,1.30848572195719,103.919387916185
kml_53,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>CARPMAEL PARK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7B7F760E4CF8794B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",CARPMAEL PARK,7B7F760E4CF8794B,20230614182258,1.31150262953927,103.898951822917
kml_54,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>HAIG WALK (GEYLANG RD-DUNMAN RD)</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7C53D9BCF6E12499</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",HAIG WALK (GEYLANG RD-DUNMAN RD),7C53D9BCF6E12499,20230614182258,1.30651932385532,103.90074024073
kml_55,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>JLN ISMAIL PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>04D2ECB657C351A3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",JLN ISMAIL PK,04D2ECB657C351A3,20230614182258,1.32319934600476,103.905837636182
kml_56,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>SUN PLAZA PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>6E596C18B9001A0D</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",SUN PLAZA PK,6E596C18B9001A0D,20230614182258,1.35888549034426,103.943716649997
kml_57,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>SG API API PK</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F854DCE022925AFB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",SG API API PK,F854DCE022925AFB,20230614182258,1.37890007465027,103.94607952566
kml_58,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>NAME</th> <td>SERENADE WALK PG</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>56C2B997130C299D</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230614182258</td> </tr></table></center>",SERENADE WALK PG,56C2B997130C299D,20230614182258,1.37976415066039,103.834644035714
